Manx,English
"18 ¶ Nish va cheet er y teihl Yeesey Creest er yn aght shoh: Erreish da e Voir Moirrey ve poost rish Joseph, roish my daink ad dy vaghey cooidjagh, va liannoo er ny gheddyn dy ve aynjee, jeh’n Spyrryd Noo. ","18 Now the birth of Jesus Christ was on this wise: When as his mother Mary was espoused to Joseph, before they came together, she was found with child of the Holy Ghost."
,
,
,
"19 As va Joseph e Sheshey ny ghooinney Cairagh, as liorish dy row e niau-vooiaght yn narey eck y insh magh, ghow e ayns laue Screwnyn-scarree chur jee gy follit. ","19 Then Joseph her husband, being a just man, and not willing to make her a publick example, was minded to put her away privily."
,
,
,
"20 Agh choud as va ny reddyn shoh ayns e smooinaghtyn, cur-my-ner haink Ainle y Chiarn huggey ayns ashlish, gra, Yoseph Vac Ghavid, ny gow aggle Moirrey yn Ven ayd y ghoal, son shen t’er ny ye'ntyn aynjee, te jeh’n Spyrryd Noo. ","20 But while he thought on these things, behold, the angel of the Lord appeared unto him in a dream, saying, Joseph, thou son of David, fear not to take unto thee Mary thy wife: for that which is conceived in her is of the Holy Ghost."
,
,
,
,
,
"21 As ver ee Mac son y teihl, as enmys-ee oo yn ennym echey Yeesey; son Sauee e e phobble veih nyn beccaghyn. ","21 And she shall bring forth a son, and thou shalt call his name JESUS: for he shall save his people from their sins."
"22 (Nish va ooilley shoh jeant, dy voddagh shen ve cooilleenit va’n Chiarn er loart liorish y Phadeyr, gra, ","22 Now all this was done, that it might be fulfilled which was spoken of the Lord by the prophet, saying,"
"23 Cur-my-ner bee Liannoo ec Moidyn, as ver ee Mac son y teihl, as nee ad e y enmys Emmanuel, ta shen dy ghra, Jee marin) ","23 Behold, a virgin shall be with child, and shall bring forth a son, and they shall call his name Emmanuel, which being interpreted is, God with us."
,
"24 Tra va Joseph eisht er nirree veih cadley, ren e myr va Ainle y Chiarn er noardagh da, as ghow e thie e Ven. ","24 Then Joseph being raised from sleep did as the angel of the Lord had bidden him, and took unto him his wife:"
,
,
"25 As cha row veg echey dy yianoo ree, derrey hug ee e chied Mac son y teihl, as denmys e yn Ennym echey Yeesey.",25 And knew her not till she had brought forth her firstborn son: and he called his name JESUS.
,
,
,
,
CAB. II,Matthew Chapter 2 
"1 Nish tra va Yeesey er ny ve Ruggit ayns Bethlehem, dy Yudea, ayns laghyn Ree Herod, cur-my-ner haink deney creeney veih’n Shar gys Jerusalem, ","1 Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king, behold, there came wise men from the east to Jerusalem,"
,
,
"2 Gra, Cre vel Ree ny Hewnyn t’er jeet er y teihl? Son honnick shin y Rollage echey ayns y Shar, as ta shin er jeet dy chur ooashley da. ","2 Saying, Where is he that is born King of the Jews? for we have seen his star in the east, and are come to worship him."
,
"3 Tra cheayl Ree Herod shoh, ve seaghnit as ooilley Jerusalem marish. ","3 When Herod the king had heard these things, he was troubled, and all Jerusalem with him."
"4 As tra ve er jaglym cooidjagh, ooilley ny ard-saggyrtyn as scruderyn y pobble, denee e jeu, cre’n raad va Creest dy heet er y teihl. ","4 And when he had gathered all the chief priests and scribes of the people together, he demanded of them where Christ should be born."
,
,
,
"5 As doort adsyn rish, Ayns Bethlehem dy Yudea: Son shoh myr te scruit liorish y Phadeyr; ","5 And they said unto him, In Bethlehem of Judaea: for thus it is written by the prophet,"
"6 As uss Bethlehem ayns talloo Yuda, cha nee oo sloo ta mastey Prinsyn Yudah: Son assyds hig Kianoort nee reill my phobble Israel. ","6 And thou Bethlehem, in the land of Juda, art not the least among the princes of Juda: for out of thee shall come a Governor, that shall rule my people Israel."
,
,
"7 Eisht hug Herod fys gy follit er ny deney creeney, as, denee e jeu dy imneagh, cre’n tra va’n Rollage er ny akin. ","7 Then Herod, when he had privily called the wise men, enquired of them diligently what time the star appeared."
,
,
"8 As hug e ad gys Bethlehem, gra, immee-jee, as shir-jee magh dy kiaralagh son y liannoo aeg, as tra vees shiu er gheddyn e, tar-jee lesh fys hyms, dy voddyms myrgeddyn cheet as ooashley chur da. ","8 And he sent them to Bethlehem, and said, Go and search diligently for the young child; and when ye have found him, bring me word again, that I may come and worship him also."
,
,
"9 Tra va’n Ree erreish loart, jimmee ad rumboo, as cur-my-ner, hie yn Rollage honnick ad ayns y Shar, roue, derrey haink ee as hass ee harrish yn ynnyd, raad va’n liannoo. ","9 When they had heard the king, they departed; and, lo, the star, which they saw in the east, went before them, till it came and stood over where the young child was."
,
,
,
,
10 Tra honnick ad y Rollage va’d lieent lesh boggey er-skyn towse. ,"10 When they saw the star, they rejoiced with exceeding great joy."
"11 ¶ As tra va’d er jeet stiagh ayns y thie, honnick ad y liannoo aeg marish Moirrey e Voir, as huitt ad sheese as hug ad ooashley da; as tra va’d er vosley ny tashtaghyn oc, heb ad da giootyn, aer, as frankincense as myrrh. ","11 And when they were come into the house, they saw the young child with Mary his mother, and fell down, and worshipped him: and when they had opened their treasures, they presented unto him gifts; gold, and frankincense, and myrrh."
,
,
,
,
"12 As fakin dy row Jee er chur roue ayns ashlish, nagh row ad dy hyndaa gys Herod, jimmee ad gys nyn jeer hene raad elley. ","12 And being warned of God in a dream that they should not return to Herod, they departed into their own country another way."
"13 As tra va’d er gholl roue, haink Ainle y Chiarn gys Joseph ayns ashlish, gra, irree as gow yn Liannoo aeg as e voir, as gow er-chea gys Egypt, as furree ayns shen, derrey verryms liam fys hood: Son shirree Herod y liannoo dy stroie e. ","13 And when they were departed, behold, the angel of the Lord appeareth to Joseph in a dream, saying, Arise, and take the young child and his mother, and flee into Egypt, and be thou there until I bring thee word: for Herod will seek the young child to destroy him."
,
,
,
,
"14 Tra ve er nirree, ghow e yn liannoo as e voir ayns yn uy, as hie e roish gys Egypt. ","14 When he arose, he took the young child and his mother by night, and departed into Egypt:"
,
,
"15 As ve ayns shen, derrey baase Herod: dy voddagh shen ve cooilleenit va’n Chiarn er loart liorish y Phadeyr, gra, Magh as Egypt deie mee er my Vac. ","15 And was there until the death of Herod: that it might be fulfilled which was spoken of the Lord by the prophet, saying, Out of Egypt have I called my son."
"16 ¶ Tra honnick Herod eisht, dy row e mollit liorish ny deney creeney, ve feer jymmoosagh, as hug e magh sarey, as var e ooilley yn chloan v’ayns Bethlehem, as ayns ooilley ny ardjyn shen, veih daa vleïn dy eash as fo, cordail rish yn earish ve dy imneagh er vriaght jeh ny deney creeney. ","16 Then Herod, when he saw that he was mocked of the wise men, was exceeding wroth, and sent forth, and slew all the children that were in Bethlehem, and in all the coasts thereof, from two years old and under, according to the time which he had diligently enquired of the wise men."
,
,
,
"17 Shen y tra va cooilleenit ny va loarit liorish Jeremy yn phadeyr gra, ","17 Then was fulfilled that which was spoken by Jeremy the prophet, saying,"
"18 Ayns Rama va coraa er y chlashtyn, ullaghey as keaney as dobberan moar, Rachel keaney son e cloan, as gobbal dy ve er ny gerjaghey, er-yn-oyr nagh row ad er-mayrn. ","18 In Rama was there a voice heard, lamentation, and weeping, and great mourning, Rachel weeping for her children, and would not be comforted, because they are not."
,
"19 ¶ Agh tra va Herod marroo, cur-my-ner haink Ainle y Chiarn ayns ashlish gys Joseph ayns Egypt, ","19 But when Herod was dead, behold, an angel of the Lord appeareth in a dream to Joseph in Egypt,"
"20 Gra, irree as gow yn liannoo as e voir, as gow gys talloo Israel, son tar adsyn marroo va shirrey bioys y liannoo. ","20 Saying, Arise, and take the young child and his mother, and go into the land of Israel: for they are dead which sought the young child's life."
,
"21 As dirree e, as ghow e yn liannoo as e Voir, as haink e gys talloo Israel. ","21 And he arose, and took the young child and his mother, and came into the land of Israel."
,
"22 Agh tra cheayl e, dy nee Archelaus va reil ayns Judea ayns ynnyd e ayr Herod, va aggle er dy gholl ayns shen, agh hyndaa e, myr va Jee er chur roish ayns ashlish, gys Ardjyn Galilee. ","22 But when he heard that Archelaus did reign in Judaea in the room of his father Herod, he was afraid to go thither: notwithstanding, being warned of God in a dream, he turned aside into the parts of Galilee:"
,
"23 As haink e as ren e vaghey ayns ard-valley enmyssit Nazareth, dy voddagh ny va loarit liorish ny Phaderyn ve cooilleenit, Bee e enmyssit ny Nazarene. ","23 And he came and dwelt in a city called Nazareth: that it might be fulfilled which was spoken by the prophets, He shall be called a Nazarene."
,
,
,
,
CAB. III.,Matthew Chapter 3 
"1 Ayns ny laghyn shen haink Ean Bashtey, preacheil ayns faasagh Judea, ","1 In those days came John the Baptist, preaching in the wilderness of Judaea,"
"2 As gra, gow-jee arrys: Son ta Reeriaght Yee er-gerrey. ","2 And saying, Repent ye: for the kingdom of heaven is at hand."
"3 Son shoh e va loarit jeh, liorish y Phadeyr Esaias, gra, Coraa fer gemagh ayns yn aasagh, Jean-jee aarloo raad y Chiarn, jean-jee ny cassanyn echey kiart. ","3 For this is he that was spoken of by the prophet Esaias, saying, The voice of one crying in the wilderness, Prepare ye the way of the Lord, make his paths straight."
,
"4 As va ec Ean keddyn coamrey dy chlooie chamel, as cryss liare mish ny meeghyn echey; as va e veaghey locustyn as mill feie. ","4 And the same John had his raiment of camel's hair, and a leathern girdle about his loins; and his meat was locusts and wild honey."
,
"5 Eisht hie magh huggey Jerusalem as ooilley Judea, as ooilley’n cheer my-geart Jordan, ","5 Then went out to him Jerusalem, and all Judaea, and all the region round about Jordan,"
,
"6 As va’d er nyn mashtey liorish ayns Jordan, goall rish nyn beccaghyn. ","6 And were baptized of him in Jordan, confessing their sins."
,
"7 ¶ Agh tra honnick e ymmodee jeh ny Phariseyn as ny Sadduceyn cheet gys e vashtey, doort e roo, O heeloghe dy ard-nieughyn, quoi t’er chur raue div, dy hea veih’n chorree ta ry heet? ","7 But when he saw many of the Pharisees and Sadducees come to his baptism, he said unto them, O generation of vipers, who hath warned you to flee from the wrath to come?"
,
,
,
8 Ymmyrk-jee magh er-y-fa shen mess cooie jeh arrys. ,8 Bring forth therefore fruits meet for repentance:
"9 As ny smooinee-jee dy ghra cheu-stie jiu hene, Ta Abraham ain son nyn ayr: son ta mee gra riu, dy vel Jee able jeh ny claghyn shoh, cloan y hroggal seose da Abraham. ","9 And think not to say within yourselves, We have Abraham to ourfather: for I say unto you, that God is able of these stones to raise up children unto Abraham."
,
"10 As nish myrgeddyn ta’n teigh er ny choyrt gys fraue ny miljyn: shen-y-fa ta dy chooilley villey nagh vel gymmyrkey magh mess mie, dy ve giarit sheese as tilgit ayns yn aile. ","10 And now also the axe is laid unto the root of the trees: therefore every tree which bringeth not forth good fruit is hewn down, and cast into the fire."
"11 Ta mish dy jarroo dyn mashtey shiu lesh ushtey gys arrys; agh ta eshyn ta cheet my yei, ny spooaral ny mish, ny Braagyn echey cha vel mee feeu dy ymmyrkey: Bashtee eshyn shiu lesh y spyrryd Noo as lesh aile. ","11 I indeed baptize you with water unto repentance: but he that cometh after me is mightier than I, whose shoes I am not worthy to bear: he shall baptize you with the Holy Ghost, and with fire:"
,
,
,
"12 Ta’n cleayst echey ayns e laue, as nee e dy bollagh e laare-arroo y ghlenney, as gowee e e churnaght stiagh ayns y thie-tashtee, agh loshtee e yn choau lesh aile nagh vod v’er ny vooghey. ","12 Whose fan is in his hand, and he will throughly purge his floor, and gather his wheat into the garner; but he will burn up the chaff with unquenchable fire."
"13 ¶ Eisht haink Yeesey veih Galilee gys Jordan gys Ean, dy ve er ny vashtey liorish. ","13 Then cometh Jesus from Galilee to Jordan unto John, to be baptized of him."
"14 Agh loar Ean noi, gra, Ta feme ayms er ve bashtit liorts, as vel uss er jeet hyms? ","14 But John forbad him, saying, I have need to be baptized of thee, and comest thou to me?"
"15 Dreggyr Yeesey, as doort e rish, Cur raad dou nish: son shoh myr te cooie dooin dy chooilley chairys y chooilleeney. Eishtagh lig e da. ","15 And Jesus answering said unto him, Suffer it to be so now: for thus it becometh us to fulfil all righteousness. Then he suffered him."
,
,
,
"16 As hie Yeesey, tra ve’r ny vashtey, seose chelleeragh ass yn ushtey: as cur-my-ner va ny Niaughyn er nyn vosley er e skyn, as honnick e spyrryd Yee cheet neose goll rish calmane, as soie er. ","16 And Jesus, when he was baptized, went up straightway out of the water: and, lo, the heavens were opened unto him, and he saw the Spirit of God descending like a dove, and lighting upon him:"
"17 As cur-my-ner, coraa veih Niau, gra, Shoh my Vac graihagh, jeh ta mee dy moar soiaghey. ","17 And lo a voice from heaven, saying, This is my beloved Son, in whom I am well pleased."
,
,
CAB. IV.,Matthew Chapter 4 
"1 Eisht va Yeesey er ny leedeil liorish spyrryd Yee gys yn aasagh, dy ve’r ny violagh liorish y drogh spyrryd. ",1 Then was Jesus led up of the Spirit into the wilderness to be tempted of the devil.
"2 As tra ve er drostey da-eed laa as da-eed uy, ve ny lurg shen accryssagh. ","2 And when he had fasted forty days and forty nights, he was afterward an hungred."
"3 As haink y Miolyder huggey, gra, My she Mac Yee oo, cur sarey da ny claghyn shoh, dy ve jeant nyn arran. ","3 And when the tempter came to him, he said, If thou be the Son of God, command that these stones be made bread."
"4 Agh dreggyr eshyn, gra; Te scruit, Cha nee er arran ny lomarcan nee dooinney beaghey, agh liorish cre-erbee ta cheet magh ass beeal Yee. ","4 But he answered and said, It is written, Man shall not live by bread alone, but by every word that proceedeth out of the mouth of God."
"5 Eisht hug y drogh spyrryd lesh e gys yn ard-valley casherick, as hoie e e, er eer-vullagh y chiamble, ","5 Then the devil taketh him up into the holy city, and setteth him on a pinnacle of the temple,"
"6 As doort e rish, My she Mac Yee oo, tilg oo hene sheese: son te scruit, Ver e currym da e ainlyn my dty chione, as ayns nyn lauyn nee ad oo y ymmyrkey, er aggle ec earish erbee, dy bwoail oo dty chass noi clagh. ","6 And saith unto him, If thou be the Son of God, cast thyself down: for it is written, He shall give his angels charge concerning thee: and in their hands they shall bear thee up, lest at any time thou dash thy foot against a stone."
,
,
,
,
"7 Doort Yeesey rish, Te scruit reesht, Cha jean oo yn Chiarn dty Yee y violagh. ","7 Jesus said unto him, It is written again, Thou shalt not tempt the Lord thy God."
"8 Reeshtagh hug y drogh spyrryd lesh e seose, er slieau feer ard, as yeeagh e da ooilley reeriaghtyn y teihl as y ghloyr oc: ","8 Again, the devil taketh him up into an exceeding high mountain, and sheweth him all the kingdoms of the world, and the glory of them;"
,
,
"9 As doort e rish, shoh ooilley verryms dhyt, my huittys oo sheese, as my ver oo ooashley dou. ","9 And saith unto him, All these things will I give thee, if thou wilt fall down and worship me."
"10 Eisht doort Yeesey rish, Gow ass my eanish, Noid-anmey: Son te scruit, Ver oo ooashley da’n Chiarn dty Yee, as eshyn ny lomarcan nee oo y hirveish. ","10 Then saith Jesus unto him, Get thee hence, Satan: for it is written, Thou shalt worship the Lord thy God, and him only shalt thou serve."
,
"11 Eishtagh daag y drogh spyrryd e, as cur-my-ner haink ainlyn as ren ad e y hirveish. ","11 Then the devil leaveth him, and, behold, angels came and ministered unto him."
,
"12 ¶ Nish tra cheayl Yeesey, dy row ad er ghoal Ean, jimmee e roish gys Galilee. ","12 Now when Jesus had heard that John was cast into prison, he departed into Galilee;"
,
"13 As daag e Nazareth, as haink e dy vaghey ayns Capernaum, ta rish oirr ny marrey, ayns ardjyn Zabulon as Nephthalim. ","13 And leaving Nazareth, he came and dwelt in Capernaum, which is upon the sea coast, in the borders of Zabulon and Nephthalim:"
"14 Dy voddagh ve cooilleenit ny va loarit liorish Esaias yn phadeyr, gra, ","14 That it might be fulfilled which was spoken by Esaias the prophet, saying,"
"15 Talloo Zabulon as talloo Nephthalim, er slyst ny marrey, cheu elley dy Yordan, Galilee jeh ny Ashoonyn: ","15 The land of Zabulon, and the land of Nephthalim, by the way of the sea, beyond Jordan, Galilee of the Gentiles;"
"16 Ta’n pobble, va nyn soie ayns dorraghys, er vakin Soilshey moar: as dauesyn va nyn soie ayns cheer as scadoo’n vaish, ta soilshey er nirree seose. ",16 The people which sat in darkness saw great light; and to them which sat in the region and shadow of death light is sprung up.
,
,
,
"17 ¶ Veih’n tra shen, ren Yeesey toshiaght dy phreacheil, as dy ghra, Gow-jee arrys, son ta reeriaght Yee er-gerrey. ","17 From that time Jesus began to preach, and to say, Repent: for the kingdom of heaven is at hand."
"18 ¶ As honnick Yeesey, myr ve shooyl liorish keayn Galilee, daa vraar, Simon va enmyssit Peddyr as Andreays e vraar, cur magh lieen ’sy cheayn (son va’d nyn Eeastairyn,) ","18 And Jesus, walking by the sea of Galilee, saw two brethren, Simon called Peter, and Andrew his brother, casting a net into the sea: for they were fishers."
,
,
,
,
"19 As doort e roo, Eiyr-jee orryms, as neems shiu nyn[*] Eeastairyn dy gheney. ","19 And he saith unto them, Follow me, and I will make you fishers of men."
,
,
20 As chelleeragh daag ad nyn lieenteenyn as deiyr ad er. ,"20 And they straightway left their nets, and followed him."
"21 As tra ve er gholl veih shen, honnick e daa vraar elley, Jamys mac Zebedee as Ean e vraar, ayns long marish Zebedee nyn ayr, karraghey ny lieenteenyn oc: as deie e orroo. ","21 And going on from thence, he saw other two brethren, James the son of Zebedee, and John his brother, in a ship with Zebedee their father, mending their nets; and he called them."
,
,
"22 As daag ad chelleeragh y long as nyn ayr, as deiyr ad er. ","22 And they immediately left the ship and their father, and followed him."
"23 ¶ As hie Yeesey my-geart ooilley Galilee, gynsaghey ayns ny Kialteenyn oc, as preacheil Sushtal y Reeriaght, as leihys dy chooilley hingys as dy chooilley ghoghan, mastey’n pobble. ","23 And Jesus went about all Galilee, teaching in their synagogues, and preaching the gospel of the kingdom, and healing all manner of sickness and all manner of disease among the people."
,
,
"24 As hie yn ennym echey magh trooid ooilley Syria, as hug ad lieu huggey, ooilley adsyn va fo aslaintyn, adsyn va fo caghlaaghyn dy ghoghanyn as dy gheiaghyn, adsyn va drogh spyrrydyn ayndoo, yn vooinjer va eddrym ayns nyn geeal rish caghlaa ny haist, as adsyn va’n chingys-craa orroo, as ren e ad y leihys. ","24 And his fame went throughout all Syria: and they brought unto him all sick people that were taken with divers diseases and torments, and those which were possessed with devils, and those which were lunatick, and those that had the palsy; and he healed them."
,
,
,
,
,
,
,
"25 As deiyr er chaglym moar dy leih, veih Galilee, as Decapolis, as Jerusalem, as Judea, as veih cheu elley dy Yordan. ","25 And there followed him great multitudes of people from Galilee, and from Decapolis, and from Jerusalem, and from Judaea, and from beyond Jordan."
,
CAB. V.,Matthew Chapter 5 
"1 As fakin leid ny earrooyn dy leih, hie e seose er slieau: as tra ve er hoie sheese, haink huggey yn vooinjer va sheer geyrt er. ","1 And seeing the multitudes, he went up into a mountain: and when he was set, his disciples came unto him:"
,
,
,
"2 As dosle e e veeal, as dynsee e ad, gra, ","2 And he opened his mouth, and taught them, saying,"
3 Bannit tar adsyn ta bought ayns spyrryd; Son lieusyn reeriaght Niau. ,3 Blessed are the poor in spirit: for theirs is the kingdom of heaven.
,
4 Bannit tar adsyn ta janoo dobberan: Son bee ad er nyn ngherjagh. ,4 Blessed are they that mourn: for they shall be comforted.
,
5 Bannit tar adsyn ta imlee: Son bee yn talloo oc ayns eiraght. ,5 Blessed are the meek: for they shall inherit the earth.
,
6 Bannit tar adsyn ta accryssagh as paagh lurg cairys: Son bee ad er nyn nianoo magh. ,6 Blessed are they which do hunger and thirst after righteousness: for they shall be filled.
,
7 Bannit ta’n vooinjer vyghinagh: Son bee myghin er ny hoilshagh daue. ,7 Blessed are the merciful: for they shall obtain mercy.
8 Bannit tar adsyn ta glen ayns cree: Son nee ad Jee y akin. ,8 Blessed are the pure in heart: for they shall see God.
9 Bannit tar adsyn ta tayrn sleih gys shee: Son bee ad enmyssit nyn gloan dy Yee. ,9 Blessed are the peacemakers: for they shall be called the children of God.
10 Bannit tar adsyn ta surranse tranlaase er graih cairys: Son lieusyn reeriaght Niau. ,10 Blessed are they which are persecuted for righteousness' sake: for theirs is the kingdom of heaven.
,
"11 Bannit ta shiuish, tra vees shiu oltooanit, as tranlaasit, as dy chooilley ghrogh red er ny ghra nyn oi eu, dy breagagh, er y choontey ayms. ","11 Blessed are ye, when men shall revile you, and persecute you, and shall say all manner of evil against you falsely, for my sake."
,
,
12 Gow-jee boggey as bee-jee feer vooiaght: Son moar ta’n leagh eu ayns Niau: Son shoh myr ren ad tranlaase er ny phaderyn va rumbeue. ,"12 Rejoice, and be exceeding glad: for great is your reward in heaven: for so persecuted they the prophets which were before you."
,
,
,
"13 ¶ Shiuish sollan y talloo; agh my ta’n sollan er choall e vlass, kys hig e vree ayn reesht? cha vel ymmyd erbee sodjey ny chouyr, agh dy ve tilgit magh as stampit fo cassyn deney. ","13 Ye are the salt of the earth: but if the salt have lost his savour, wherewith shall it be salted? it is thenceforth good for nothing, but to be cast out, and to be trodden under foot of men."
,
,
,
,
14 Shiuish soilshey’n teihll. Ta ard-valley ta soit er cronck feer chronnal. ,14 Ye are the light of the world. A city that is set on an hill cannot be hid.
,
"15 Cha-moo ta sleih foddey kainle as dy choyrt ee fo saagh, agh ayns kanlere, as tiee cur soilshey da ooilley ny t’ayns y thie. ","15 Neither do men light a candle, and put it under a bushel, but on a candlestick; and it giveth light unto all that are in the house."
,
,
"16 Lig da’n soilshey eauish myr shen soilshagh kiongoyrt rish deney, dy vod ad fakin ny obbraghyn mie eu, as gloyr y choyrt da nyn Ayr t’ayns niau. ","16 Let your light so shine before men, that they may see your good works, and glorify your Father which is in heaven."
,
,
"17 ¶ Ny smooinee-jee dy daink mish dy chur mow yn leigh as ny phaderyn: cha nee dy chur mow haink mee, agh dy lieeney. ","17 Think not that I am come to destroy the law, or the prophets: I am not come to destroy, but to fulfil."
,
,
,
"18 Son dy firrinagh ta mee gra riu, derrey nee aer as talloo cherraghtyn, cha bee yn ockle ny yn tittle er ny ghoal veih yn leigh, derrey vees ooilley jeant magh. ","18 For verily I say unto you, Till heaven and earth pass, one jot or one tittle shall in no wise pass from the law, till all be fulfilled."
,
,
,
"19 Quoi-erbee er-y-fa shen vrishys annane jeh ny Saraghyn sloo shoh, as ynsys deney myr shen, bee e enmyssit yn fer sloo ayns reeriaght Niau: agh quoi-erbee nee nyn nianoo as nyn nynsaghey ad, bee e enmyssit moar ayns reeriaght Niau. ","19 Whosoever therefore shall break one of these least commandments, and shall teach men so, he shall be called the least in the kingdom of heaven: but whosoever shall do and teach them, the same shall be called great in the kingdom of heaven."
,
,
,
,
"20 Son ta mee gra riu, mannagh bee yn Ynrycys eauish er-skyn ynrycys ny Scruderyn as ny Phariseyn, nagh vod shiu er aght erbee goll stiagh ayns reeriaght niau. ","20 For I say unto you, That except your righteousness shall exceed the righteousness of the scribes and Pharisees, ye shall in no case enter into the kingdom of heaven."
,
,
,
"21 ¶ Ta shiu er chlashtyn, dy row eh er ny ghra roosyn jeh’n chen earish, Cha jean oo dunverys: as quoi-erbee nee dunverys, toillee e kerraghey’n vriwnys. ","21 Ye have heard that it was said by them of old time, Thou shalt not kill; and whosoever shall kill shall be in danger of the judgment:"
,
"22 Agh ta mish gra riuish, quoi-erbee ta corree rish e vraar fegooish oyr, dy doill e dy ve deyrit liorish y vriwnys: as quoi-erbee jir rish e vraar, Raca, dy doill e ve’r ny gheyrey liorish y choonceil: agh quoi-erbee jir, Uss ommydan, dy doill e deyrey gys aile Nivrin. ","22 But I say unto you, That whosoever is angry with his brother without a cause shall be in danger of the judgment: and whosoever shall say to his brother, Raca, shall be in danger of the council: but whosoever shall say, Thou fool, shall be in danger of hell fire."
,
,
,
,
,
,
,
"23 Shen-y-fa tra vees oo chebbal dty yioot er yn altar, my chooinys oo ayns shen, dy vel nee erbee ec dty vraar dt’oi; ","23 Therefore if thou bring thy gift to the altar, and there rememberest that thy brother hath ought against thee;"
,
,
"24 Faag ayns shen dty yioot kiongoyrt rish yn altar, as immee royd, tayrn hoshiaght dty vraar gys shee, as eisht tar as cheb dty yioot. ","24 Leave there thy gift before the altar, and go thy way; first be reconciled to thy brother, and then come and offer thy gift."
"25 Cord dy tappee rishyn ta streeu rhyt; choud as vees shiu goll cooidjagh er y raad: er aggle dy livrey e oo seose gys y Vriw, as dy livrey yn Briw oo huggeysyn ta goall kerraghey, as dy bee oo tilgit ayns pryssoon. ","25 Agree with thine adversary quickly, whiles thou art in the way with him; lest at any time the adversary deliver thee to the judge, and the judge deliver thee to the officer, and thou be cast into prison."
,
,
,
,
"26 Dy firrinagh ta mee gra rhyt, nagh jig oo magh ass shen, derrey vees oo erreish yn farling sodjey magh y eeck. ","26 Verily I say unto thee, Thou shalt by no means come out thence, till thou hast paid the uttermost farthing."
"27 ¶ Ta shiu er chlashtyn, dy row eh er ny ghra roosyn jeh’n chen earish, Cha jean oo poosey y vrishey. ","27 Ye have heard that it was said by them of old time, Thou shalt not commit adultery:"
,
