Manx,English
13 Son cha chroo Jee yn baase: chamoo ta taitnys echey ayns toyrt-mow ny bioee. ,13 For God made not death: neither hath he pleasure in the destruction of the living.
14 Son chroo eshyn dy chooilley nhee dy ve beayn: as va sheelogheyn y theihll slayntoil: as cha vel pyshoon dy varvaanys ayndoo: ny reeriaght y vaaish er yn ooir. ,"14 For he created all things, that they might have their being: and the generations of the world were healthful; and there is no poison of destruction in them, nor the kingdom of death upon the earth:"
15 Son ta ynrickys dy bragh beayn. ,15 (For righteousness is immortal:)
"16 Agh ren deiney mee-chrauee lesh nyn yannoo, as nyn ghoan, [baase] y hayrn orroo hene: son tra smooinee ad dy beagh eh nyn garrey, hie ad naardey, as ren ad conaant rish, toilliu dy ghoaill ayrn mârish. ","16 But ungodly men with their works and words called it to them: for when they thought to have it their friend, they consumed to nought, and made a covenant with it, because they are worthy to take part with it."
,
Creenaght Solomon,Wisdom of Solomon
Cab. 2 ,
"1 Son dooyrt ny mee-chrauee, resooney roo hene, agh dy aggairagh, Giare as deinagh ta nyn laghyn, as noi baase dooinney cha vel saase erbee, chamoo ve rieau er ny chlashtyn, dy ren dooinney erbee chyndaa veih’n oaie. ","1 For the ungodly said, reasoning with themselves, but not aright, Our life is short and tedious, and in the death of a man there is no remedy: neither was there any man known to have returned from the grave."
"2 Son she marran haink shin er y theihll: as bee mayd ny yeï shoh myr nagh beagh rieau nyn lheid ayn: son cha vel yn ennal t’ayns nyn stroanyn myr jaagh, as myr drillin beg ta greesaghey ayns nyn gree: ","2 For we are born at all adventure: and we shall be hereafter as though we had never been: for the breath in our nostrils is as smoke, and a little spark in the moving of our heart:"
"3 Cooid, tra te er ny vooghey, bee nyn gallin er ny hyndaa gys leoie, as nee nyn spyrryd lheïe ersooyl myr kiunid yn aer veeley. ","3 Which being extinguished, our body shall be turned into ashes, and our spirit shall vanish as the soft air,"
"4 As bee eer nyn annym er ny yarrood lurg traa, as cha bee nyn obbraghyn ayns cooinaghtyn ec dooinney erbee, as nee nyn mioys shymley ersooyl myr scheïm dy vodjal, as bee eh er ny skeayley myr kay ta er ny imman roish gollyn ny greïney, as er ny lheïe lesh yn chiass echey. ","4 And our name shall be forgotten in time, and no man shall have our works in remembrance, and our life shall pass away as the trace of a cloud, and shall be dispersed as a mist, that is driven away with the beams of the sun, and overcome with the heat thereof."
"5 Son cha vel nyn mea agh eer scadoo ta lheïe ersooyl: as lurg nyn maase cha vel chyndaa: son te shickyr dooint, myr shen nagh vel dooinney erbee chyndaa reesht. ","5 For our time is a very shadow that passeth away; and after our end there is no returning: for it is fast sealed, so that no man cometh again."
"6 Tar-jee eisht, lhig dooin nyn soylley ’ghoaill jeh ny nheeghyn mie ta roïn: as lhig dooin dy jeean ymmyd y yannoo jeh ny bannaghtyn shoh myr ayns nyn aegid. ","6 Come on therefore, let us enjoy the good things that are present: and let us speedily use the creatures like as in youth."
"7 Lhig dooin shin hene y lhieeney lesh feeyn costal as ooilyn miljey, as ny lhig da blaa erbee souree shaghney shin. ",7 Let us fill ourselves with costly wine and ointments: and let no flower of the spring pass by us:
8 Lhig dooin nyn ghing y choamrey lesh roseyn ayns slane blaa. ,"8 Let us crown ourselves with rosebuds, before they be withered:"
"9 Ny lhig da fer j’in goll fegooish ayrn jeh nyn rouanys: lhig dooin cowraghyn jeh nyn ghennallys y aagail ayns dy chooilley voayl: son shoh nyn doghyr, as nyn gronney shoh. ","9 Let none of us go without his part of our voluptuousness: let us leave tokens of our joyfulness in every place: for this is our portion, and our lot is this."
"10 Lhig dooin yn kercheen boght shen dy ghooinney cairal y hranlaasey, gyn sparail y ven-treoghe, ny cur arrym da kione lheeah yn chendeeaght. ","10 Let us oppress the poor righteous man, let us not spare the widow, nor reverence the ancient gray hairs of the aged."
11 Lhig da laue-lajerys goaill niart er leigh as cairys: son cha vel fort ec ny annoonee dy hassoo roïn. ,11 Let our strength be the law of justice: for that which is feeble is found to be nothing worth.
"12 Shen-y-fa lhig dooin lhie cooyl-chlea son yn dooinney ynrick; son cha vel eh gys yn ymmyd ain: t’eh soiaghey eh hene noi nyn yannoo, t’eh goltooaney shin lesh brishey yn leigh, as gys nyn nearey coyrt ass nyn lieh shaghrynys nyn ghrogh-ynsaghey. ","12 Therefore let us lie in wait for the righteous; because he is not for our turn, and he is clean contrary to our doings: he upbraideth us with our offending the law, and objecteth to our infamy the transgressings of our education."
"13 T’eh goaill er dy vel echey tushtey dy Yee, as t’eh genmys eh hene lhiannoo yn Chiarn. ",13 He professeth to have the knowledge of God: and he calleth himself the child of the Lord.
14 T’eh soiaghey seose eh hene dy choyrt oghsan da ny smooinaghtyn ain. ,14 He was made to reprove our thoughts.
"15 T’eh seaghnagh dooin eer dy yeeaghyn er: son cha vel y vea echeysyn casley rish bea gheiney elley, ny e raaidyn myr ny raaidyn ocsyn. ","15 He is grievous unto us even to behold: for his life is not like other men's, his ways are of another fashion."
"16 T’eh jeeaghyn orrin myr kialgeyryn, t’eh shaghney myr breinid nyn gliaghtaghyn: t’eh lhiasaghey dy vel jerrey yn sleih cairagh dy ve bannit, as boggyssagh dy vel Jee yn ayr echey. ","16 We are esteemed of him as counterfeits: he abstaineth from our ways as from filthiness: he pronounceth the end of the just to be blessed, and maketh his boast that God is his father."
17 Lhig dooin fakin vel firrinys ayns e ghoan: as hee mayd cre haghyrys da ec y jerrey. ,17 Let us see if his words be true: and let us prove what shall happen in the end of him.
"18 Son my ta’n dooinney ynrick mac dy Yee, nee eh cooney lesh, as livrey eh veih laue e noidyn. ","18 For if the just man be the son of God, he will help him, and deliver him from the hand of his enemies."
"19 Lhig dooin eshyn y phrowal lesh goanlys as torchaghey, dy vod mayd fakin e veenid, as prowal e hurranse. ","19 Let us examine him with despitefulness and torture, that we may know his meekness, and prove his patience."
20 Lhig dooin eh y cherraghey lesh baase scammyltagh: son my sheer da hene bee soiaghey jeant jeh. ,20 Let us condemn him with a shameful death: for by his own saying he shall be respected.
"21 She myr shoh smooinnee ad, agh v’ad mollit: son ta nyn mee-chraueeaght hene er gholley ad. ","21 Such things they did imagine, and were deceived: for their own wickedness hath blinded them."
"22 Agh son folliaghtyn Yee, cha row geill oc daue, chamoo v’ad jeeaghyn son faill yn ynrickys, chamoo va scansh oc jeh leagh son anmeenyn gyn-loght. ","22 As for the mysteries of God, they knew them not: neither hoped they for the wages of righteousness, nor discerned a reward for blameless souls."
"23 Son chroo Jee dooinney dy ve dy bragh beayn, as ren eh cummey eh ayns tuarystal e veaynid hene. ","23 For God created man to be immortal, and made him to be an image of his own eternity."
"24 Ny-yeih, trooid goanlys y jouyl haink baase stiagh sy theihll: myr t’adsyn gennaghtyn ta fo e reill. ",24 Nevertheless through envy of the devil came death into the world: and they that do hold of his side do find it.
,
Creenaght Solomon,Wisdom of Solomon
Cab. 3 ,
"1 Agh ta anmeenyn y vooinjer chairal ayns laue Yee, as cha jean guinn y vaaish bentyn roo. ","1 But the souls of the righteous are in the hand of God, and there shall no torment touch them."
2 Er-lesh ny mee-cheeayllee dy row ad geddyn baase: as dy row ad paartail gys seaghyn. ,"2 In the sight of the unwise they seemed to die: and their departure is taken for misery,"
3 As nyn immeeaght dy ve slane toyrt-mow: agh t’adsyn ayns shee. ,3 And their going from us to be utter destruction: but they are in peace.
4 Son ga dy vel ad seaghnit fenish deiney: foast t’ad ayns slane treishteil yn vaynrys veayn. ,"4 For though they be punished in the sight of men, yet is their hope full of immortality."
"5 As lurg nyn seaghyn giare bee ad dy mooar er ny chooilleeney: son ta Jee er phrowal, as er gheddyn ad dy ve feeu jeh hene. ","5 And having been a little chastised, they shall be greatly rewarded: for God proved them, and found them worthy for himself."
"6 Myr airh ayns y choirrey t’eh er phrowal ad, as er ghoaill roo myr slane oural taitnyssagh. ","6 As gold in the furnace hath he tried them, and received them as a burnt offering."
7 Agh ayns laa nyn mriwnys nee ad soilshean: as roie noon as noal myr smayllyn mastey’n stubbyl. ,"7 And in the time of their visitation they shall shine, and run to and fro like sparks among the stubble."
"8 Nee ad briwnys ny ashoonyn, as bee oc ream harrish y pobble, as nee yn Chiarn oc reill er son dy bragh. ","8 They shall judge the nations, and have dominion over the people, and their Lord shall reign for ever."
"9 Nee e hreishteilee toiggal yn ynrickys: as nee adsyn ta firrinagh ayns graih tannaghtyn mârish: son ta grayse as myghin cour e nooghyn, as jeh e chloan reiht t’eh goaill ard-chiarail. ","9 They that put their trust in him shall understand the truth: and such as be faithful in love shall abide with him: for grace and mercy is to his saints, and he hath care for his elect."
"10 Agh bee ny mee-chrauee er nyn gerraghey ’syn ardalys oc hene, ta er hoiaghey beg jeh deiney mie, as er hreigeil y Chiarn. ","10 But the ungodly shall be punished according to their own imaginations, which have neglected the righteous, and forsaken the Lord."
"11 Son quoi-erbee ta soiaghey beg jeh creenaght as ynsaghey, t’eh ny vouran: as ta nyn dreishteil ayns fardail, nyn laboraght neu-vessoil, as nyn obbraghyn neu-vondeishagh. ","11 For whoso despiseth wisdom and nurture, he is miserable, and their hope is vain, their labours unfruitful, and their works unprofitable:"
"12 Ta ny mraane oc mee-cheeayllagh, as nyn gloan er drogh-ynsagh. ","12 Their wives are foolish, and their children wicked:"
"13 Ta’n sluight oc fo mollaght: shen-y-fa bannit ta’n ven ghennish, nagh vel er n’yannoo peccah, nagh vel er n’eiyrt er maarderys: bee sluight eck ayns briwnys ny anmeenyn. ","13 Their offspring is cursed. Wherefore blessed is the barren that is undefiled, which hath not known the sinful bed: she shall have fruit in the visitation of souls."
"14 As bannit ta’n dooinney gennish nagh vel lesh y laueyn er n’eiyrt da mee-chairys, ny ayns drogh smooinaghtyn noi Jee: son dasyn vees er ny choyrt yn ard-yioot dy chredjue, as cronney ayns chiamble y Chiarn, ny s’ennoil ayns e aigney. ","14 And blessed is the eunuch, which with his hands hath wrought no iniquity, nor imagined wicked things against God: for unto him shall be given the special gift of faith, and an inheritance in the temple of the Lord more acceptable to his mind."
15 Son s’gloyroil ta’n mess dy obbraghyn mie! as cha jean y fraue dy chreenaght dy bragh failleil. ,15 For glorious is the fruit of good labours: and the root of wisdom shall never fall away.
16 Er son cloan ny maarderee cha bee oc dy yannoo ayns oikan casherick: as bee sluight yn lhiabbee foalsey er ny astyrt ass ny fraueyn. ,"16 As for the children of adulterers, they shall not come to their perfection, and the seed of an unrighteous bed shall be rooted out."
"17 Son ga dy vel nyn mea beayn, cha bee veg y scansh soit jeu, as bee ad eer gys nyn shenn eash fegooish ooashley. ","17 For though they live long, yet shall they be nothing regarded: and their last age shall be without honour."
"18 As my vees ad giare-heihltagh, t’ad gyn treishteil, as fegooish gerjagh ayns laa ny briwnys. ","18 Or, if they die quickly, they have no hope, neither comfort in the day of trial."
19 Son s’atchimagh ta jerrey yn cheeloghe vee-chrauee! ,19 For horrible is the end of the unrighteous generation.
,
Creenaght Solomon,Wisdom of Solomon
Cab. 4 ,
"1 Te ny share dy ve gyn sluight, as grayse ’ve ain: son bee yn imraa jeh shen gys eashyn braa: er-y-fa dy vel eh er ny lowal liorish Jee as dooinney. ","1 Better it is to have no children, and to have virtue: for the memorial thereof is immortal: because it is known with God, and with men."
"2 Tra te kionfenish ta deiney goaill sampleyr veih: as tra te er n’immeeaght t’ad dy yeearree eh, te ceau attey, as cosney yn varriaght, as laue yn eaghtyr son dy bragh, lurg streeu son leaghyn nagh jed naardey. ","2 When it is present, men take example at it; and when it is gone, they desire it: it weareth a crown, and triumpheth for ever, having gotten the victory, striving for undefiled rewards."
"3 Agh cha jean sluight raahoil ny mee-chrauee cheet er-ash, ny fraue dowin y ghoaill veih settyn oainjyragh, ny troggal er undin shickyr. ","3 But the multiplying brood of the ungodly shall not thrive, nor take deep rooting from bastard slips, nor lay any fast foundation."
"4 Son ga dy vel ny banglaneyn oc blaaghey son tammylt; foast, myr nagh vel ad soit dy shickyr, bee ad craait lesh y gheay, as trooid niart ny geayee bee ad astrit ass ny fraueyn. ","4 For though they flourish in branches for a time; yet standing not last, they shall be shaken with the wind, and through the force of winds they shall be rooted out."
"5 Bee ny banglaneyn faase er nyn mrishey jeh, nyn mess neu-ghooghyssagh, gyn appee son beaghey, neu-chooie son ymmyd erbee. ","5 The imperfect branches shall be broken off, their fruit unprofitable, not ripe to eat, yea, meet for nothing."
6 Son bee cloan oainjeragh nyn veanishyn noi drogh-yannoo nyn ayraghyn as nyn moiraghyn ayns laa ny briwnys. ,6 For children begotten of unlawful beds are witnesses of wickedness against their parents in their trial.
7 Son ga dy vel baase leah berraghtyn er yn ynrick; foast bee eh ayns fea. ,"7 But though the righteous be prevented with death, yet shall he be in rest."
"8 Son cha vel eash ooasle er ny howse liorish traa liauyr, ny er ny choontey veih mooarane bleeantyn. ","8 For honourable age is not that which standeth in length of time, nor that is measured by number of years."
"9 Agh ta creenaght ny chione lheeah da deiney, as bea gyn loght myr shenn eash. ","9 But wisdom is the gray hair unto men, and an unspotted life is old age."
"10 Ren eh Jee y wooiys, as ghow Jee taitnys ayn: myr shen veih beaghey mastey peccee ghow Jee eh huggey hene. ","10 He pleased God, and was beloved of him: so that living among sinners he was translated."
"11 Dy jarroo v’eh er ny ghoaill ersooyl dy leah, er-aggle dy jinnagh mee-chraueeaght e hoiggal y chaghlaa, ny molteyrys e annym y violaghey. ","11 Yea speedily was he taken away, lest that wickedness should alter his understanding, or deceit beguile his soul."
12 Son ta cleayn peccah cur naardey reddyn ta mie ayndoo hene: as ta shaghrynys yeearree neu-chooie cleiy fo yn annym ôney. ,12 For the bewitching of naughtiness doth obscure things that are honest; and the wandering of concupiscence doth undermine the simple mind.
13 Jean ynrick ayns earish yiare chooilleen eh bea liauyr. ,"13 He, being made perfect in a short time, fulfilled a long time:"
"14 Son ren e annym yn Chiarn y wooiys, shen-y-fa ren eh siyr dy ghoaill eh veih mastey ny mee-chrauee. ",14 For his soul pleased the Lord: therefore hasted he to take him away from among the wicked.
"15 Honnick y pobble shoh, agh cha row toiggal oc jeh, chamoo smooinee ad ayns nyn aignaghyn, Dy vel grayse as myghin Yee cour e nooghyn, as dy vel eh jannoo slane soiaghey jeh e chloan reiht. ","15 This the people saw, and understood it not, neither laid they up this in their minds, That his grace and mercy is with his saints, and that he hath respect unto his chosen."
"16 Myr shoh nee yn marroo ynrick deyrey ny mee-chrauee ta foast bio: as nee yn aegid, t’er leeideil bea ghlen, deyrey bleeantyn liauyr as shenn eash ny drogh-yantee. ",16 Thus the righteous that is dead shall condemn the ungodly which are living; and youth that is soon perfected the many years and old age of the unrighteous.
"17 Son ga t’ad fakin jerrey yn dooinney creeney; cha vel ad toiggal cre ta Jee ayns e choyrle hene er chiarail er e hon, as cre’n-oyr ta’n Chiarn er hoiaghey eh ayns sauchys. ","17 For they shall see the end of the wise, and shall not understand what God in his counsel hath decreed of him, and to what end the Lord hath set him in safety."
"18 Ver ad my-ner eh, as soiee ad beg jeh: agh bee adsyn ayns faghid ec Jee; as bee ad ny lurg shoh nyn gallinyn eajee, as son oltooan mastey ny merriu er son dy bragh. ","18 They shall see him, and despise him; but God shall laugh them to scorn: and they shall hereafter be a vile carcase, and a reproach among the dead for evermore."
"19 Son nee Jee ad y raipey ayns peeshyn; tuittee ad sheese gour nyn mullee, as bee ad nyn-dhost: as nee eh craa ad veih’n undin: as hed dy slane bollagh naardey ayns trimshey: as nee’n imraa jeu cherraghtyn. ","19 For he shall rend them, and cast them down headlong, that they shall be speechless; and he shall shake them from the foundation; and they shall be utterly laid waste, and be in sorrow; and their memorial shall perish."
"20 As tra t’ad cur stiagh coontey nyn beccaghyn, nee ad shen lesh atchim; as nee eer nyn beccaghyn hene gymmyrkey feanish nyn ’oï. ","20 And when they cast up the accounts of their sins, they shall come with fear: and their own iniquities shall convince them to their face."
,
Creenaght Solomon,Wisdom of Solomon
Cab. 5 ,
"1 Eisht nee yn dooinney ynrick shassoo ayns dunnallys vooar, cur eddin dauesyn t’er heaghney eh, as nagh ren scansh jeh e yannoo-mie. ","1 Then shall the righteous man stand in great boldness before the face of such as have afflicted him, and made no account of his labours."
"2 Tra nee ad fakin eh, bee ad seaghnit lesh aggle atchimagh, as hed nyn dappey voue ec e haualtys yindyssagh, foddey erskyn ooilley ny v’ad jeeaghyn er y hon. ","2 When they see it, they shall be troubled with terrible fear, and shall be amazed at the strangeness of his salvation, so far beyond all that they looked for."
"3 As adsyn, arryssagh as osnaghey ayns angaish nyn spyrryd, nee gra cheu-sthie jeu hene, Shoh eshyn v’ain keayrt dy row ayns faghid, as son raa dy oltooan. ","3 And they repenting and groaning for anguish of spirit shall say within themselves, This was he, whom we had sometimes in derision, and a proverb of reproach:"
"4 Yeeagh shinyn, giare-cheeayllagh myr va shin, er y vea echeysyn dy ve ommijys, as ec y jerrey dy ve gyn ooashley. ","4 We fools accounted his life madness, and his end to be without honour:"
"5 Agh kys t’eh nish er ny earroo mastey cloan Yee, as e chronney mastey ny nooghyn. ","5 How is he numbered among the children of God, and his lot is among the saints!"
"6 Shen-y-fa ta shinyn er n’gholl er-shaghryn veih raad yn irriney, as cha vel soilshey yn ynrickys er hoilshean orrin, as cha ren grian yn ynrickys girree orrin. ","6 Therefore have we erred from the way of truth, and the light of righteousness hath not shined unto us, and the sun of righteousness rose not upon us."
"7 Ren shin deinagh j’in hene ayns raaidyn mee-chraueeaght as toyrt-mow: dy jarroo, ta shin er n’gholl trooid faasaghyn neu-chassanagh: agh er son raad y Chiarn cha dug shin geill da. ","7 We wearied ourselves in the way of wickedness and destruction: yea, we have gone through deserts, where there lay no way: but as for the way of the Lord, we have not known it."
8 Cre’n vondeish t’ain liorish nyn mooaralys? ny cre’n cosney t’ain liorish boggyssagh ass nyn merchys? ,8 What hath pride profited us? or what good hath riches with our vaunting brought us?
"9 Ta ooilley ny reddyn shen er n’gholl shaghey myr scadoo, as my chaghter siyragh er y raad. ","9 All those things are passed away like a shadow, and as a post that hasted by;"
"10 As myr lhong ta shiaulley harrish tonnyn ny marrey, tra t’ee er n’gholl shaghey, cha vod y scheïm eck v’er ny chronnaghey, ny cassan y cheuyl eck ayns ny tonnyn; ","10 And as a ship that passeth over the waves of the water, which when it is gone by, the trace thereof cannot be found, neither the pathway of the keel in the waves;"
"11 Ny goll-rish eean ta getlagh trooid yn aer, cha vel cowrey erbee jeh’n raad eck dy ve ry-akin, agh ta’n aer veeley er ny woalley lesh bennalt e skianyn, as er ny scarrey lesh y sheean mooar as yn obbragh oc, myr shen dy vel ee goll trooid, as lurg cha vel cowrey erbee ry-akin cre’n raad ren ee goaill. ","11 Or as when a bird hath flown through the air, there is no token of her way to be found, but the light air being beaten with the stroke of her wings and parted with the violent noise and motion of them, is passed through, and therein afterwards no sign where she went is to be found;"
"12 Ny myr side tra t’ee lhiggit er mark, t’ee scarrey yn aer, ta chelleeragh cheet dy cheilley reesht, myr shen nagh vod dooinney ginsh cre’n raad hie ee ny hrooid: ","12 Or like as when an arrow is shot at a mark, it parteth the air, which immediately cometh together again, so that a man cannot know where it went through:"
"13 Eer myr shen shinyn, cha leah’s ruggyr shin, ghow shin toshiaght dy hayrn gys nyn yerrey, gyn cowrey erbee dy vieys; agh goll naardey ayns nyn mee-chraueeaght hene. ","13 Even so we in like manner, as soon as we were born, began to draw to our end, and had no sign of virtue to shew; but were consumed in our own wickedness."
"14 Son ta treishteil ny mee-chrauee goll-rish joan sheebit ersooyl lesh y gheay; myr kesh thanney eebrit ersooyl lesh y doirryn; myr yn jaagh t’er ny imman noon as noal lesh sterrym, as goll shaghey myr cooinaghtyn jeh troailtagh goaill aaght-laa. ","14 For the hope of the ungodly is like dust that is blown away with the wind; like a thin froth that is driven away with the storm; like as the smoke which is dispersed here and there with a tempest, and passeth away as the remembrance of a guest that tarrieth but a day."
"15 Agh ta’n vooinjer ynrick son dy bragh beayn, ta’n leagh oc myrgeddin marish y Chiarn, as ta’n chiarail oc marish yn er smoo syrjey. ","15 But the righteous live for evermore; their reward also is with the Lord, and the care of them is with the most High."
"16 Shen-y-fa yiow ad reeriaght gloyroil, as attey aalin veih laue yn Chiarn: son lesh e laue yesh nee eh ad y choodaghey, as lesh e roih nee eh ad y choadey. ","16 Therefore shall they receive a glorious kingdom, and a beautiful crown from the Lord's hand: for with his right hand shall he cover them, and with his arm shall he protect them."
"17 Gowee eh da hene e eadolys son slane eilley-caggee, as yn cretoor son wappin dy cherraghey dewil er e noidyn. ","17 He shall take to him his jealousy for complete armour, and make the creature his weapon for the revenge of his enemies."
"18 Ver eh mysh ynrickys myr eilley-vroghil, as briwnys cairagh son helmet. ","18 He shall put on righteousness as a breastplate, and true judgment instead of an helmet."
19 Gowee eh casherickys son scape lajer. ,19 He shall take holiness for an invincible shield.
"20 E yymmoose yeyre nee eh shlieu son cliwe, as nee yn seihll caggey marish noi ny mee-hushtee. ","20 His severe wrath shall he sharpen for a sword, and the world shall fight with him against the unwise."
"21 Eisht hed ny claghyn-taarnee magh er feaï-ny-cruinney lesh aim cairagh, as veih ny bodjallyn, myr veih bow slane tayrnit, nee ad [1] lesh y vark. ","21 Then shall the right aiming thunderbolts go abroad; and from the clouds, as from a well drawn bow, shall they fly to the mark."
"22 As ver eh magh claghyn-sniaghtee myr veih bow-cloaie, as nee ushtaghyn ny marrey freaney nyn ’oï, as nee ny thooillaghyn dy dewil ad y vaih. ","22 And hailstones full of wrath shall be cast as out of a stone bow, and the water of the sea shall rage against them, and the floods shall cruelly drown them."
"23 Dy jarroo nee geay lajer troggal seose nyn ’oï, as goll-rish doirryn ad y heebey ersooyl: myr shoh ver neu-ynrickys mow yn slane seihll, as ver drogh-ghellal naardey stuill-reeoil ny treanee. ","23 Yea, a mighty wind shall stand up against them, and like a storm shall blow them away: thus iniquity shall lay waste the whole earth, and ill dealing shall overthrow the thrones of the mighty."
,
Creenaght Solomon,Wisdom of Solomon
Cab. 6 ,
"1 Clasht-jee, er-y-fa shen, O shiuish reeaghyn, as toig-jee; gow-jee ynsagh, shiuish vriwnyn er king ny hooirey. ","1 Hear therefore, O ye kings, and understand; learn, ye that be judges of the ends of the earth."
"2 Eaisht-jee shiuish ta reill y pobble, as ta boggyssagh ayns ymmodee ny ashoonyn. ","2 Give ear, ye that rule the people, and glory in the multitude of nations."
"3 Son ta pooar currit diu veih’n Chiarn, as reiltys veih’n er-syrjey, eh nee prowal ny obbraghyn eu, as ronsaghey magh ny coyrleyn follit eu. ","3 For power is given you of the Lord, and sovereignty from the Highest, who shall try your works, and search out your counsels."
"4 Er-yn-oyr nagh vel shiuish ta shirveishee yn reeriaght echey, er vriwnys dy cairal; cha vel shiu er vreayll yn leigh, ny er n’immeeaght lurg aigney Yee. ","4 Because, being ministers of his kingdom, ye have not judged aright, nor kept the law, nor walked after the counsel of God;"
"5 Dy atchimagh as doaltattym hig eh erriu, son briwnys ghewil ver eh orroosyn ta ayns ard-phooar. ",5 Horribly and speedily shall he come upon you: for a sharp judgment shall be to them that be in high places.
6 Son trooid myghin yiow yn vooinjer imlee pardoon: agh er ny ard-gheiney hig ard-cherraghey. ,6 For mercy will soon pardon the meanest: but mighty men shall be mightily tormented.
"7 Son ersyn, ta ny hiarn harrish ooilley, cha bee aggle roish persoon dooinney erbee; chamoo vees eh ayns ammys roish pooar dooinney erbee: son t’eh er chroo beg as mooar, as goaill yn un chiarail jeu ooilley. ","7 For he which is Lord over all shall fear no man's person, neither shall he stand in awe of any man's greatness: for he hath made the small and great, and careth for all alike."
8 Agh bee briaght geyre jeant er ny tranlaasee. ,8 But a sore trial shall come upon the mighty.
"9 Riuish, er-y-fa shen, O reeaghyn, ta mee loayrt, dy vod shiu creenaght y ynsaghey, as gyn tuittym ersooyl. ","9 Unto you therefore, O kings, do I speak, that ye may learn wisdom, and not fall away."
"10 Son adsyn ta dy casherick freayll casherickys, bee ad er nyn mriwnys dy casherick: as adsyn t’er leeideil lheid y vea bee ansoor oc ass nyn lieh hene. ",10 For they that keep holiness holily shall be judged holy: and they that have learned such things shall find what to answer.
"11 Shen-y-fa, soie-jee nyn aigney er my ghoan: yeearree-jee ad, as yiow shiu ynsaghey. ","11 Wherefore set your affection upon my words; desire them, and ye shall be instructed."
"12 S’gloyroil ta creenaght, nagh vel dy bragh goll naardey! dy jarroo t’ee dy baghtal er ny chronnaghey lioroosyn ta graihagh urree, as er ny gheddyn lioroosyn ta shirrey ny-jeï. ","12 Wisdom is glorious, and never fadeth away: yea, she is easily seen of them that love her, and found of such as seek her."
"13 T’ee ro laue roosyn ta dy yeearree ee, soilshaghey ee hene hoshiaght dauesyn. ","13 She preventeth them that desire her, in making herself first known unto them."
"14 Eshyn ta dy leah shirrey ee, cha mooar vees e ghoccar, son yiow eh ee ny soie ec e ghorryssyn. ",14 Whoso seeketh her early shall have no great travail: for he shall find her sitting at his doors.
